"true_treatment_ordered","session","period","group","game","global_group","chat_decent","chat_advice","chat_cent","strategy1","strategy2","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","payoff_b1","payoff_b2","payoff_manager","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","truth_a1","truth_a2","false_a1","false_a2","nummess_man","nummess_agent","man_suggest_safe","man_suggest_efficient","man_agree_proposal","man_discuss_coordinate","man_discuss_fairness","man_discuss_efficient","man_discuss_rules","man_discuss_howtoplay","man_explanation","man_ask_game"
"CH/A-D","37","5","4","1","43","0","1","0","1","1","1","0","1","0","26","54","80","0","0","0","0","0.5","0","0.66666669","0.33333334","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","6","4","5","43","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0","1","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","9","0","0","0","0","0","0","1","0","0","0"
"CH/A-D","37","7","4","4","43","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","8","4","2","43","0","1","0","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","9","4","5","43","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0","0","0","0.66666669","0.5","1","1","0","0","0","0","0","1","0","0","4","6","0","0","1","0","0","0","0","0","0","0.5"
"CH/A-D","37","10","4","4","43","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0.66666669","1","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","9","0","0","0","0","0","1","0","0","0.66666669","0"
"CH/A-D","37","11","4","3","43","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0.5","0","0","0","0","0.33333334","0","1","0.5","0.5","0","0","0","0","0.5","0.5","0","0","2","4","0","0","0","0","0","0","0","0","0","1"
"CH/A-D","37","12","4","1","43","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","0","0","0","0.66666669","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","13","4","1","43","0","1","0","1","1","1","0","1","0","26","54","80","0","0","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","14","4","2","43","0","1","0","2","2","1","0","1","0","33","47","80","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","1","4","0","0","0","0","0","0","0","0","0","1"
"CH/A-D","37","15","4","1","43","0","1","0","3","3","1","1","0","0","32","32","64","1","1","1","0","0.5","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","16","4","4","43","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","17","4","2","43","0","1","0","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","18","4","2","43","0","1","0","5","5","1","0","0","1","42","14","56","1","0","0","0","1","0","1","0","0","0","0.33333334","1","0.5","0.5","0","0","0","0","0","0.5","0","0","2","11","0","0","0","0","0","0","0","0","0","1"
"CH/S-D","29","1","4","2","2904","1","0","0","3","1","0","0","0","0","8","22","30","1","1","0","0","0","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","2","4","2","2904","1","0","0","1","1","1","0","0","1","22","50","72","1","1","0","0","0","0","1","1","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","3","4","4","2904","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.33333334","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","4","4","4","2904","1","0","0","4","1","0","0","0","0","5","0","5","1","0","1","0","0","0.66666669","0","0","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","5","4","1","2904","1","0","0","1","1","1","0","1","0","26","54","80","1","1","1","1","1","0.66666669","1","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","6","4","5","2904","1","0","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","7","4","4","2904","1","0","0","1","1","1","0","0","1","14","42","56","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","8","4","2","2904","1","0","0","5","5","1","0","0","1","42","14","56","1","0","0","0","1","0","1","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","9","4","5","2904","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","10","4","4","2904","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.66666669","0.66666669","0","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","11","4","3","2904","1","0","0","5","5","1","0","0","1","46","18","64","1","1","1","0","1","0","0.33333334","1","0.33333334","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","12","4","1","2904","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","13","4","1","2904","1","0","0","4","4","1","0","0","1","35","21","56","1","0","0","0","1","0","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","14","4","2","2904","1","0","0","2","2","1","0","1","0","33","47","80","1","0","1","1","0.5","0","0.33333334","0","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","15","4","1","2904","1","0","0","4","4","1","0","0","1","35","21","56","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","16","4","4","2904","1","0","0","2","2","1","0","0","1","25","39","64","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","17","4","2","2904","1","0","0","4","4","1","0","0","1","39","25","64","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","18","4","2","2904","1","0","0","1","1","1","0","0","1","22","50","72","1","0","1","0","1","0","0.66666669","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","1","4","2","3004","1","0","0","3","3","1","1","0","0","36","36","72","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","2","4","2","3004","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.33333334","0.66666669","0","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","3","4","4","3004","1","0","0","5","5","1","0","0","1","50","22","72","1","1","0","0","1","0","0.66666669","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","4","4","4","3004","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.66666669","0","0.33333334","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","5","4","1","3004","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","6","4","5","3004","1","0","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.33333334","1","0","0.66666669","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","7","4","4","3004","1","0","0","4","4","1","0","1","0","47","33","80","1","1","1","0.5","1","0","0.66666669","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","8","4","2","3004","1","0","0","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0.66666669","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","9","4","5","3004","1","0","0","1","1","1","0","0","1","10","38","48","1","0","0","0","0","0","0.66666669","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","10","4","4","3004","1","0","0","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","1","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","11","4","3","3004","1","0","0","1","3","0","0","0","0","-10","12","2","1","1","1","1","1","0","0.66666669","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","12","4","1","3004","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","13","4","1","3004","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","14","4","2","3004","1","0","0","5","5","1","0","0","1","42","14","56","1","0","0","0","1","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","15","4","1","3004","1","0","0","3","3","1","1","0","0","32","32","64","1","1","1","0","1","0","0.66666669","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","16","4","4","3004","1","0","0","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","0.66666669","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","17","4","2","3004","1","0","0","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","18","4","2","3004","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","1","4","2","3104","1","0","0","2","4","0","0","0","0","5","-3","2","1","0","0","0","0","0","0","0","0.66666669","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","2","4","2","3104","1","0","0","4","4","1","0","0","1","39","25","64","1","0","0","0","0.5","0","0.33333334","0.5","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","3","4","4","3104","1","0","0","5","2","0","0","0","0","8","-3","5","1","0","0","0","0","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","4","4","4","3104","1","0","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","5","4","1","3104","1","0","0","3","1","0","0","0","0","4","26","30","1","1","1","1","1","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","6","4","5","3104","1","0","0","5","5","1","0","1","0","54","26","80","1","0","0","0","0","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","7","4","4","3104","1","0","0","5","4","0","0","0","0","36","19","55","1","1","0","0","0","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","8","4","2","3104","1","0","0","5","2","0","0","0","0","0","5","5","1","0","0","0","0","0","0","0","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","9","4","5","3104","1","0","0","5","4","0","0","0","0","40","15","55","1","0","1","1","0","0","0","0","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","10","4","4","3104","1","0","0","5","5","1","0","0","1","50","22","72","1","0","1","0","1","0","0","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","11","4","3","3104","1","0","0","5","5","1","0","0","1","46","18","64","1","1","1","1","0","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","12","4","1","3104","1","0","0","5","2","0","0","0","0","-4","1","-3","1","0","0","0","0","0","0.33333334","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","13","4","1","3104","1","0","0","2","2","1","0","0","1","29","43","72","1","1","0","0","0.5","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","14","4","2","3104","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","15","4","1","3104","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","16","4","4","3104","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","17","4","2","3104","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","18","4","2","3104","1","0","0","3","2","0","0","0","0","22","33","55","1","1","1","0","1","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","1","4","2","3204","0","0","1","2","1","0","0","0","0","19","36","55","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","2","4","2","3204","0","0","1","1","1","1","0","0","1","22","50","72","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","3","4","4","3204","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","4","4","4","3204","0","0","1","1","1","1","0","0","1","14","42","56","1","1","0","0","0","0","0","1","0.66666669","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","5","4","1","3204","0","0","1","4","4","1","0","0","1","35","21","56","1","1","0","0","1","0","0","0","1","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","6","4","5","3204","0","0","1","4","4","1","0","0","1","43","29","72","1","1","1","0","0","0","0.33333334","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","7","4","4","3204","0","0","1","1","1","1","0","0","1","14","42","56","1","1","0","0","1","0","1","1","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","8","4","2","3204","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","1","0","0","0","0.66666669","0.5","0","0","0","0","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","9","4","5","3204","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","10","4","4","3204","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","1","0.33333334","0.66666669","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0"
